feature_1,feature_2,corr
HOUSING_TOTALAREA_WAS_MISSING,HOUSING_NONLIVINGAREA_WAS_MISSING,0.8699483607119646
HOUSING_QUALITY_SCORE_WAS_MISSING,HOUSING_NONLIVINGAREA_WAS_MISSING,0.8690697729756997
HOUSING_NONLIVINGAREA_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8653293194920928
EXT_SOURCE_MEAN,EXT_SOURCE_MIN,0.8645130247345512
HOUSING_BASEMENTAREA_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.8618644146332374
BUREAU_N_LOANS,HAS_BUREAU_HISTORY,0.8596242958537205
BUREAU_N_LOANS,BUREAU_HAS_BAD_DEBT,0.8596242958537189
HOUSING_BASEMENTAREA,HOUSING_BASEMENTAREA_WAS_MISSING,0.8560315640856415
HOUSING_INFO_COMPLETENESS,HOUSING_LANDAREA_WAS_MISSING,0.8538215010576238
HOUSING_ELEVATORS_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8533120547542683
HOUSING_NONLIVINGAREA_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.851729825219851
INST_PAYMENT_RATIO_MEAN,INST_PAYMENT_RATIO_STD,0.8516162309135334
HOUSING_ENTRANCES_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.843454614627701
HOUSING_INFO_COMPLETENESS,HOUSING_NONLIVINGAREA,0.8431505320051318
DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,0.8415775076341417
HOUSING_APARTMENTS_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8377530210466995
INST_PCT_LATE,INST_PCT_LATE_EARLY,0.836909162644198
HOUSING_FLOORSMAX_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8357341263270267
HOUSING_COMMONAREA,HOUSING_COMMONAREA_WAS_MISSING,0.8338723916433397
HOUSING_LIVINGAREA_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8325591973343247
HOUSING_ELEVATORS_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.831589344926291
BUREAU_N_LOANS,AMT_REQ_CREDIT_BUREAU_DAY,0.83091329950156
BUREAU_N_LOANS,AMT_REQ_CREDIT_BUREAU_HOUR,0.83091329950156
BUREAU_N_LOANS,AMT_REQ_CREDIT_BUREAU_WEEK,0.83091329950156
INST_N_PAYMENTS_180D,INST_N_PAYMENTS_60D,0.8290118126421931
HOUSING_ENTRANCES_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.8270106691551424
REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,0.8255747229688766
PREV_REFUSAL_RATE,PREV_REFUSED_COUNT,0.824329311239004
HOUSING_APARTMENTS_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.823466368526588
HOUSING_ELEVATORS_WAS_MISSING,HOUSING_NONLIVINGAREA,0.8227792517817684
HOUSING_FLOORSMAX_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.8215775144208617
HOUSING_TOTALAREA,HOUSING_APARTMENTS,0.8207874781114406
HOUSING_ENTRANCES_WAS_MISSING,HOUSING_NONLIVINGAREA,0.818979678077137
HOUSING_LIVINGAREA_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.8189163024235899
HOUSING_YEARS_BEGINEXPLUATATION_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.818425438873023
HOUSING_NONLIVINGAREA,HOUSING_LIVINGAREA_WAS_MISSING,0.8166929969102594
HOUSING_APARTMENTS_WAS_MISSING,HOUSING_NONLIVINGAREA,0.813998349518014
HOUSING_FLOORSMAX_WAS_MISSING,HOUSING_NONLIVINGAREA,0.8134834435874365
EXT_SOURCE_MEAN,EXT_SOURCE_MAX,0.813278666938507
HOUSING_TOTALAREA_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8126397363264299
HOUSING_QUALITY_SCORE_WAS_MISSING,HOUSING_BASEMENTAREA_WAS_MISSING,0.8119057640926332
HOUSING_TOTALAREA,HOUSING_LIVINGAREA,0.8068990328579393
HOUSING_YEARS_BEGINEXPLUATATION_WAS_MISSING,HOUSING_LANDAREA_WAS_MISSING,0.8030158003418532
HOUSING_TOTALAREA,HOUSING_QUALITY_SCORE,0.8016406698565375
