Feature,Count,Mean,Std,Min,Q1,Median,Q3,Max
HOUSING_QUALITY_SCORE,307511.0,0.204972822771748,0.057292552213041116,0.0,0.1894711111111111,0.1955511111111111,0.19766777777777775,0.9836
HOUSING_INFO_COMPLETENESS,307511.0,6.335233536361301,6.610361533083763,0.0,0.0,5.0,15.0,15.0
BUREAU_N_LOANS,307511.0,4.765114093479583,4.496198948568978,0.0,1.0,4.0,7.0,116.0
BUREAU_N_ACTIVE,307511.0,1.762275170644302,1.804891299543025,0.0,0.0,1.0,3.0,32.0
BUREAU_N_CLOSED,307511.0,2.9843908022802434,3.35952871816739,0.0,0.0,2.0,4.0,108.0
BUREAU_N_SOLD,307511.0,0.018383082231204738,0.14640256449659883,0.0,0.0,0.0,0.0,9.0
BUREAU_N_CREDIT_TYPES,307511.0,1.4935790914796543,0.8511375985058343,0.0,1.0,2.0,2.0,6.0
BUREAU_CREDIT_SUM_SUM,307511.0,1675834.1430472212,3858106.0997568266,0.0,153949.5,711000.0,1970993.25,1017957900.0
BUREAU_CREDIT_SUM_MEAN,263490.0,378080.2007876523,891673.1206162773,0.0,103500.0,195507.18,394116.21749999997,198072350.0
BUREAU_DEBT_SUM,307511.0,548941.5882128883,1529047.3156606734,-6981558.5,0.0,87583.5,534856.5,334498300.0
BUREAU_OVERDUE_SUM,307511.0,191.1071199598161,15271.025160724976,0.0,0.0,0.0,0.0,3756681.0
BUREAU_DAYS_CREDIT_MIN,263491.0,-1762.3748818745232,863.8621809632908,-2922.0,-2583.0,-1827.0,-1035.0,0.0
BUREAU_DAYS_CREDIT_MAX,263491.0,-489.2978166237177,537.5741451613144,-2922.0,-620.0,-300.0,-143.0,0.0
BUREAU_DAYS_CREDIT_UPDATE_MAX,263491.0,-140.99334702134038,348.8228266808121,-41890.0,-50.0,-19.0,-9.0,372.0
BUREAU_PCT_LATE_MEAN,92231.0,1.8096326188226657,5.497615397159917,0.0,0.0,0.0,1.020408163265306,100.0
BUREAU_LATE_TREND_MEAN,92000.0,0.0012324299803257287,0.01627862839037296,-0.4285714285714285,0.0,0.0,0.0,1.0
BUREAU_LATE_TREND_MAX,92000.0,0.007314580991209953,0.044068039134518074,-0.2571428571428571,0.0,0.0,0.0,1.0
BUREAU_PCT_LATE_1M_MEAN,88297.0,1.5737519964434357,8.102782992619,0.0,0.0,0.0,0.0,100.0
BUREAU_STATUS_DIFF1_MEAN,89497.0,-0.013603625551523262,0.15340231232856713,-5.076923076923077,0.0,0.0,0.0,3.0
BUREAU_PCT_LATE_2M_MEAN,88511.0,1.553837101627416,7.450818218169598,0.0,0.0,0.0,0.0,100.0
BUREAU_STATUS_DIFF2_MEAN,88788.0,-0.02991505131556769,0.19702754679883827,-6.0,0.0,0.0,0.0,5.0
BUREAU_PCT_LATE_3M_MEAN,88700.0,1.5209102011574687,7.018378407128436,0.0,0.0,0.0,0.0,100.0
BUREAU_STATUS_DIFF3_MEAN,87777.0,-0.04877926632793461,0.22864515778316086,-6.0,0.0,0.0,0.0,4.0
BUREAU_PCT_LATE_6M_MEAN,89246.0,1.480728827864496,6.403334719187503,0.0,0.0,0.0,0.0,100.0
BUREAU_STATUS_DIFF6_MEAN,84283.0,-0.10711076630124065,0.31020817188341754,-6.0,-0.125,0.0,0.0,5.0
BUREAU_DEBT_CREDIT_RATIO,262408.0,0.2822869786049854,0.45134633771883637,-175.28923,0.0,0.209140225,0.48292742499999997,7.7891
BUREAU_ACTIVE_RATIO,263491.0,0.41297188631978843,0.30840437734508397,0.0,0.2,0.375,0.6,1.0
PREV_APP_COUNT,307511.0,4.597237172003603,4.180014971556691,0.0,2.0,3.0,6.0,73.0
PREV_APPROVED_COUNT,307511.0,2.881519685474666,2.177554286177138,0.0,1.0,2.0,4.0,27.0
PREV_REFUSED_COUNT,307511.0,0.7979877142606281,1.77484344355277,0.0,0.0,0.0,1.0,68.0
PREV_AMT_CREDIT_MEAN,291057.0,170070.0188297969,165737.17844222026,0.0,66849.43,117450.0,216072.0,4050000.0
PREV_AMT_APPLICATION_MEAN,291057.0,154005.4864250861,153287.83103061598,0.0,61925.74,106002.0,191250.0,4050000.0
PREV_CREDIT_APPLICATION_RATIO_MEAN,290042.0,1.0181178314487556,0.10362075462069643,0.2,0.972788245,1.02095175,1.076889275,10.18
PREV_CNT_PAYMENT_MEAN,290642.0,14.530821584309972,8.419877767955525,0.0,9.0,12.0,18.0,72.0
PREV_DAYS_DECISION_MAX,291057.0,-480.8168193858935,540.1860885259886,-2922.0,-595.0,-299.0,-147.0,-1.0
PREV_DAYS_DECISION_MIN,291057.0,-1539.8220760881889,864.664261709607,-2922.0,-2391.0,-1503.0,-725.0,-2.0
PREV_APPROVAL_RATE,291057.0,0.7488553255770102,0.262331812489157,0.0,0.5,0.8,1.0,1.0
PREV_REFUSAL_RATE,291057.0,0.11090162051012162,0.1843483624139651,0.0,0.0,0.0,0.2,1.0
POS_N_LOANS,307511.0,2.602628849049302,2.0124638741230485,0.0,1.0,2.0,3.0,26.0
POS_N_ACTIVE,307511.0,0.6625551606284003,0.7790132497107455,0.0,0.0,1.0,1.0,7.0
POS_N_COMPLETED,307511.0,1.935137279642029,1.7390531066405008,0.0,1.0,1.0,3.0,24.0
POS_DPD_MEAN,289444.0,2.9840684505177566,44.64279594104318,0.0,0.0,0.0,0.0,2298.5425531914893
POS_DPD_MAX,289444.0,15.69764444935808,153.16924603468092,0.0,0.0,0.0,0.0,4231.0
POS_DPD_TREND_MEAN,289084.0,1.5018095792572865,146.13385192581478,-58.5,0.0,0.0,0.0,65125.5
POS_DPD_TREND_MAX,289084.0,4.639254713681649,413.59770972216666,-58.5,0.0,0.0,0.0,130572.0
POS_INSTALMENT_FUTURE_TREND_MEAN,289067.0,-1.5109724425139766,1.6448979315223884,-60.0,-1.35,-1.0274725274725274,-1.0,0.0
POS_PAID_DPD_CORR_MEAN,36607.0,0.05211969752067878,0.3501412289664153,-1.0,-0.0909090909090909,0.0277777777777777,0.211545162937821,1.0
POS_PAID_LAST_1M_MEAN,289067.0,2.728223112201082,4.352233766537915,0.0,1.0,1.0,2.75,60.0
POS_PAID_LAST_1M_SUM,289444.0,8.209118171390667,14.704036830270287,0.0,1.0,3.0,8.0,344.0
POS_DPD_DIFF1_MEAN,289084.0,-1.8353119280904977,35.89459401969404,-2857.0,0.0,0.0,0.0,31.0
POS_PAID_LAST_2M_MEAN,288280.0,4.358080983375399,5.004051651709233,0.0,2.0,2.0,5.0,60.0
POS_PAID_LAST_2M_SUM,289444.0,12.577327565954036,18.122482572481086,0.0,2.0,6.0,14.0,375.0
POS_DPD_DIFF2_MEAN,288343.0,-3.0920545502926506,47.83508784391176,-3007.0,0.0,0.0,0.0,2588.0
POS_PAID_LAST_3M_MEAN,287206.0,5.212202708253031,4.897242895444482,0.0,3.0,3.0,5.5,60.0
POS_PAID_LAST_3M_SUM,289444.0,14.280897168364174,18.03531753768153,0.0,3.0,8.0,16.0,389.0
POS_DPD_DIFF3_MEAN,287302.0,-2.9086579455825228,49.27425073100969,-3055.0,0.0,0.0,0.0,2588.0
POS_PAID_LAST_6M_MEAN,264911.0,7.828550252546325,4.912310207432942,0.0,6.0,6.0,7.6666665,60.0
POS_PAID_LAST_6M_SUM,289444.0,16.839872306905654,17.966604401071447,0.0,6.0,12.0,21.0,235.0
POS_DPD_DIFF6_MEAN,265544.0,-2.478756448716929,65.02205656328614,-2963.0,0.0,0.0,0.0,2957.0
INST_N_PAYMENTS,307511.0,37.69488571140545,40.63635711265469,0.0,11.0,23.0,48.0,372.0
INST_DPD_MEAN,291635.0,1.066010159681162,9.104673851037058,0.0,0.0,0.03846154,0.5185185,1885.3864
INST_DPD_MAX,291635.0,18.375555060263686,110.65346188881298,0.0,0.0,1.0,9.0,2884.0
INST_DPD_SUM,307511.0,40.43435194188175,328.40024159153074,0.0,0.0,1.0,19.0,82957.0
INST_PCT_LATE,291643.0,7.579195493942638,11.602966896505503,0.0,0.0,1.851851851851852,11.11111111111111,100.0
INST_PAYMENT_RATIO_MEAN,291632.0,1.3829745898075654,30.178965633159045,0.33333334,0.95384616,1.0,1.0,8482.446
INST_PAYMENT_RATIO_STD,290944.0,2.191894677108295,144.09863979012343,0.0,0.0,0.0,0.290383429360642,31104.73374846277
INST_DAYS_ENTRY_PAYMENT_MAX,291635.0,-327.7846074716684,536.8681801805857,-3071.0,-384.0,-66.0,-26.0,-1.0
INST_PCT_LATE_RECENT_1Y,217508.0,5.257826169615069,11.294146949230756,0.0,0.0,0.0,4.878048780487805,100.0
INST_PCT_LATE_EARLY,266134.0,8.141512922177323,12.851754624371763,0.0,0.0,0.0,12.087912087912088,100.0
INST_LATE_TREND,191999.0,-1.991892334839957,13.769300196438584,-100.0,-5.88235294117647,0.0,0.0,100.0
INST_N_PAYMENTS_30D,307511.0,0.6141243727866645,0.9028382725816897,0.0,0.0,0.0,1.0,11.0
INST_DPD_MEAN_30D,126832.0,0.11970311075722216,0.5823739377197761,0.0,0.0,0.0,0.0,24.0
INST_PCT_LATE_30D,127078.0,4.580290582686748,16.94895391284176,0.0,0.0,0.0,0.0,100.0
INST_PAYMENT_RATIO_MEAN_30D,126831.0,1.518423724981641,154.9524161306612,2.7594506e-06,1.0,1.0,1.0,55130.902
INST_AMT_PAYMENT_SUM_30D,307511.0,11814.73405630814,52341.02012743223,0.0,0.0,0.0,11413.1025,3060501.0
INST_N_PAYMENTS_60D,307511.0,1.3671478418658194,1.8237181843316173,0.0,0.0,0.0,2.0,28.0
INST_DPD_MEAN_60D,150908.0,0.15148305544878335,0.7511659180066685,0.0,0.0,0.0,0.0,39.333332
INST_PCT_LATE_60D,151000.0,4.943044158167457,14.732916494408698,0.0,0.0,0.0,0.0,100.0
INST_PAYMENT_RATIO_MEAN_60D,150908.0,1.378799183345868,96.07572649556467,0.00020000001,1.0,1.0,1.0,36754.27
INST_AMT_PAYMENT_SUM_60D,307511.0,27301.61375303212,90331.52618221733,0.0,0.0,0.0,27692.146,4238359.0
INST_N_PAYMENTS_90D,307511.0,2.1532823216080077,2.763497557253666,0.0,0.0,1.0,3.0,38.0
INST_DPD_MEAN_90D,159882.0,0.16963078750769944,0.8853402017076721,0.0,0.0,0.0,0.0,68.0
INST_PCT_LATE_90D,159944.0,4.954236662160965,13.19632351647062,0.0,0.0,0.0,0.0,100.0
INST_PAYMENT_RATIO_MEAN_90D,159882.0,1.3772519332411024,72.79678547380765,0.00026255578,1.0,1.0,1.0,27565.951
INST_AMT_PAYMENT_SUM_90D,307511.0,44557.98751870927,125562.07019479542,0.0,0.0,711.315,46616.1305,4314397.5
INST_N_PAYMENTS_180D,307511.0,4.632631027833151,5.562560358729614,0.0,0.0,3.0,6.0,77.0
INST_DPD_MEAN_180D,182208.0,0.1851469739269571,1.0267961635668863,0.0,0.0,0.0,0.0,115.0
INST_PCT_LATE_180D,182254.0,4.830076773660988,11.667620896733384,0.0,0.0,0.0,0.0,100.0
INST_PAYMENT_RATIO_MEAN_180D,182208.0,1.4912472172238735,85.36985346760697,0.0009073515,1.0,1.0,1.0,30513.33
INST_AMT_PAYMENT_SUM_180D,307511.0,102618.93528007962,224195.69297105397,0.0,0.0,26990.82,112715.33,9088485.0
INST_N_PAYMENTS_365D,307511.0,9.59845664057546,10.36948581098725,0.0,0.0,7.0,13.0,135.0
INST_DPD_MEAN_365D,217478.0,0.24111806044855566,1.2591637960310695,0.0,0.0,0.0,0.083333336,159.46153
INST_PCT_LATE_365D,217508.0,5.257826169615069,11.294146949230756,0.0,0.0,0.0,4.878048780487805,100.0
INST_PAYMENT_RATIO_MEAN_365D,217478.0,1.5516968577056918,66.87570122214717,0.005587893,1.0,1.0,1.0,21563.928
INST_AMT_PAYMENT_SUM_365D,307511.0,231074.34970695208,405626.4203924704,0.0,0.0,83957.4,270000.0,15092871.0
INST_PAYMENT_SHARE_30D_MEAN,127053.0,0.14910294296160098,0.1934578842836227,0.0,0.04115702,0.09090909,0.16666667,1.0
INST_PAYMENT_SHARE_60D_MEAN,150972.0,0.24646206349499064,0.24223502578325493,0.0,0.0830519475,0.16852005,0.3333333,1.0
INST_PAYMENT_SHARE_90D_MEAN,159916.0,0.3382643261420874,0.27490552568554516,0.0,0.13043478,0.27272725,0.499976525,1.0
INST_PAYMENT_SHARE_180D_MEAN,182224.0,0.5318428496411861,0.3080568591376465,0.0,0.27898256,0.515773765,0.7760977325,1.0
INST_PAYMENT_SHARE_365D_MEAN,217490.0,0.729664982665146,0.2829319161724907,0.0,0.541991085,0.8000001,1.0,1.0
CC_N_CARDS,307511.0,0.28438657478919455,0.45509135750431196,0.0,0.0,0.0,1.0,4.0
CC_UTIL_MEAN,86036.0,0.3269141577906138,0.32546431718448365,-0.0848484848484848,0.0,0.25251456208554685,0.59234550088614,2.138789718209381
CC_UTIL_MAX,86036.0,0.6310725944797893,0.48205117838471223,0.0,0.0,0.95263912170346,1.0448203993055554,11.777510416666669
CC_UTIL_TREND_MEAN,85381.0,0.005885414654290951,0.05264846604706466,-1.061392625031651,-0.0093844885480586,0.0,0.0054563259313897,1.109940277777778
CC_DPD_MAX,86905.0,16.953500949312467,143.56710707964217,0.0,0.0,0.0,0.0,2831.0
CC_DRAWINGS_ATM_SUM,307511.0,51370.23152241383,177022.6545808693,0.0,0.0,0.0,0.0,8384850.0
CC_PAYMENT_TOTAL_TO_MIN_RATIO_MEAN,59279.0,18.047050793277215,1945.1646872956137,0.0,1.2457375,2.0050554,4.193744,471288.53
CC_UNDERPAID_MIN_RATE_MEAN,86905.0,6.669587972318259,13.195804138893052,0.0,0.0,0.0,7.142857142857142,93.75
CC_DRAWINGS_PAYMENT_RATIO_MEAN,60687.0,169.47675673283987,5198.685686037372,0.0,0.30622688,0.96666664,3.623144,803334.56
CC_UTIL_DPD_CORR_MEAN,17810.0,0.13255495208670284,0.26453185456076034,-0.9955461634238388,-0.00150941685562385,0.15521296580175376,0.2847321199109997,1.0000000000000002
CC_DRAWINGS_PAYMENT_DPD_CORR_MEAN,9146.0,-0.015212994233614227,0.21242245196293721,-1.000000012474356,-0.0982471895138193,-0.0559732068571071,-0.028188654490575223,1.0000000316460935
CC_UTIL_DIFF1_MEAN,85381.0,0.0022633902479104024,0.1508220692207494,-1.317859969245063,0.0,0.0,0.0,7.3544006076388895
CC_UTIL_DIFF2_MEAN,84144.0,-0.005431783842080373,0.21993825400856515,-1.273090017361111,0.0,0.0,0.0,9.724403472222225
CC_UTIL_DIFF3_MEAN,82491.0,-0.0034040502461646,0.25522891957414384,-1.3542155381944443,0.0,0.0,0.0,9.673070486111111
CC_UTIL_DIFF6_MEAN,74850.0,0.016627519971075453,0.33175059321577094,-1.8028319444444445,0.0,0.0,0.0,10.65821640625
CC_BALANCE_DIFF1_MEAN,86273.0,2618.7565351086964,38299.737679786165,-1219036.9,0.0,0.0,0.0,899997.5
CC_BALANCE_DIFF2_MEAN,85446.0,4423.9000963456365,53049.60999518299,-935678.0,0.0,0.0,0.0,943794.8
CC_BALANCE_DIFF3_MEAN,84204.0,6273.883131135609,67245.74859316902,-980313.06,0.0,0.0,0.0,942334.44
CC_BALANCE_DIFF6_MEAN,77194.0,14087.951523822092,100263.27673469971,-950150.8,0.0,0.0,0.0,1174389.0
