Feature,Value,Count,Percent
OCCUPATION_TYPE,Secretaries,1305,0.42437506300587624
OCCUPATION_TYPE,Realty agents,751,0.24421890599035484
OCCUPATION_TYPE,HR staff,563,0.1830828815879757
OCCUPATION_TYPE,IT staff,526,0.17105079167899687
WEEKDAY_APPR_PROCESS_START,TUESDAY,53901,17.528153464428915
WEEKDAY_APPR_PROCESS_START,WEDNESDAY,51934,16.888501549538066
WEEKDAY_APPR_PROCESS_START,MONDAY,50714,16.491767774160923
WEEKDAY_APPR_PROCESS_START,THURSDAY,50591,16.451769205004048
WEEKDAY_APPR_PROCESS_START,FRIDAY,50338,16.369495725356167
WEEKDAY_APPR_PROCESS_START,SATURDAY,33852,11.008386691858178
WEEKDAY_APPR_PROCESS_START,SUNDAY,16181,5.261925589653703
FONDKAPREMONT_MODE,,210295,68.38617155158677
FONDKAPREMONT_MODE,reg oper account,73830,24.00889724270026
FONDKAPREMONT_MODE,reg oper spec account,12080,3.928314759472019
FONDKAPREMONT_MODE,not specified,5687,1.8493647381719678
FONDKAPREMONT_MODE,org spec account,5619,1.8272517080689796
HOUSETYPE_MODE,,154297,50.176091261776
HOUSETYPE_MODE,block of flats,150503,48.94231425867693
HOUSETYPE_MODE,Other,2711,0.8815944795470732
WALLSMATERIAL_MODE,,156341,50.8407829313423
WALLSMATERIAL_MODE,Panel,66040,21.475654529431466
WALLSMATERIAL_MODE,"Stone, brick",64815,21.07729479595852
WALLSMATERIAL_MODE,Block,9253,3.0089980521022013
WALLSMATERIAL_MODE,Wooden,5362,1.7436774619444508
WALLSMATERIAL_MODE,Mixed,2296,0.7466399575950129
WALLSMATERIAL_MODE,Monolithic,1779,0.5785158904884703
WALLSMATERIAL_MODE,Others,1625,0.5284363811375853
EMERGENCYSTATE_MODE,No,159428,51.844649459694125
EMERGENCYSTATE_MODE,,145755,47.39830445089769
EMERGENCYSTATE_MODE,Yes,2328,0.7570460894081837
ORGANIZATION_TYPE_GROUPED,Business,84529,27.488122376110123
ORGANIZATION_TYPE_GROUPED,Unknown,55374,18.00716071945394
ORGANIZATION_TYPE_GROUPED,Self-employed,38412,12.491260475235032
ORGANIZATION_TYPE_GROUPED,Other,21829,7.098607854678369
ORGANIZATION_TYPE_GROUPED,Government & Security,21160,6.881054661459266
ORGANIZATION_TYPE_GROUPED,Education,17100,5.560776687663205
ORGANIZATION_TYPE_GROUPED,Trade,14315,4.655118028298174
ORGANIZATION_TYPE_GROUPED,Industry,14311,4.653817261821528
ORGANIZATION_TYPE_GROUPED,Healthcare,11193,3.639869793275688
ORGANIZATION_TYPE_GROUPED,Real Estate & Construction,10075,3.276305563053029
ORGANIZATION_TYPE_GROUPED,Transport,8990,2.9234726562627027
ORGANIZATION_TYPE_GROUPED,Finance,3104,1.0093947858775785
ORGANIZATION_TYPE_GROUPED,Hospitality & Services,3037,0.9876069473937518
ORGANIZATION_TYPE_GROUPED,Agriculture,2454,0.7980202334225442
ORGANIZATION_TYPE_GROUPED,Telecom & Media,1323,0.43022851215078484
ORGANIZATION_TYPE_GROUPED,Professional Services,305,0.09918344384428524
FLAG_MOBIL,1,307510,99.99967480838083
FLAG_MOBIL,0,1,0.00032519161916159093
FLAG_EMP_PHONE,1,252125,81.98893698111613
FLAG_EMP_PHONE,0,55386,18.011063018883878
FLAG_WORK_PHONE,0,246203,80.06315221244118
FLAG_WORK_PHONE,1,61308,19.93684778755882
FLAG_CONT_MOBILE,1,306937,99.81334001060125
FLAG_CONT_MOBILE,0,574,0.18665998939875322
FLAG_PHONE,0,221080,71.89336316424453
FLAG_PHONE,1,86431,28.106636835755467
FLAG_EMAIL,0,290069,94.32800777858354
FLAG_EMAIL,1,17442,5.6719922214164695
REG_REGION_NOT_LIVE_REGION,0,302854,98.48558262956448
REG_REGION_NOT_LIVE_REGION,1,4657,1.514417370435529
REG_REGION_NOT_WORK_REGION,0,291899,94.92310844164923
REG_REGION_NOT_WORK_REGION,1,15612,5.076891558350758
LIVE_REGION_NOT_WORK_REGION,0,295008,95.93412918562262
LIVE_REGION_NOT_WORK_REGION,1,12503,4.065870814377372
REG_CITY_NOT_LIVE_CITY,0,283472,92.18271866697452
REG_CITY_NOT_LIVE_CITY,1,24039,7.817281333025486
REG_CITY_NOT_WORK_CITY,0,236644,76.95464552487553
REG_CITY_NOT_WORK_CITY,1,70867,23.045354475124466
LIVE_CITY_NOT_WORK_CITY,0,252296,82.04454474799276
LIVE_CITY_NOT_WORK_CITY,1,55215,17.955455252007248
FLAG_DOCUMENT_2,0,307498,99.99577250895089
FLAG_DOCUMENT_2,1,13,0.004227491049100683
FLAG_DOCUMENT_3,1,218340,71.00233812774177
FLAG_DOCUMENT_3,0,89171,28.997661872258227
FLAG_DOCUMENT_4,0,307486,99.99187020952095
FLAG_DOCUMENT_4,1,25,0.008129790479039774
FLAG_DOCUMENT_5,0,302863,98.48850935413692
FLAG_DOCUMENT_5,1,4648,1.5114906458630748
FLAG_DOCUMENT_6,0,280433,91.19446133634244
FLAG_DOCUMENT_6,1,27078,8.80553866365756
FLAG_DOCUMENT_7,0,307452,99.98081369446946
FLAG_DOCUMENT_7,1,59,0.019186305530533868
FLAG_DOCUMENT_8,0,282487,91.86240492210035
FLAG_DOCUMENT_8,1,25024,8.137595077899652
FLAG_DOCUMENT_9,0,306313,99.61042044024441
FLAG_DOCUMENT_9,1,1198,0.389579559755586
FLAG_DOCUMENT_10,0,307504,99.99772365866588
FLAG_DOCUMENT_10,1,7,0.0022763413341311367
FLAG_DOCUMENT_11,0,306308,99.60879448214861
FLAG_DOCUMENT_11,1,1203,0.3912055178513939
FLAG_DOCUMENT_12,0,307509,99.99934961676168
FLAG_DOCUMENT_12,1,2,0.0006503832383231819
FLAG_DOCUMENT_13,0,306427,99.64749228482883
FLAG_DOCUMENT_13,1,1084,0.3525077151711646
FLAG_DOCUMENT_14,0,306608,99.70635196789709
FLAG_DOCUMENT_14,1,903,0.2936480321029166
FLAG_DOCUMENT_15,0,307139,99.87902871767189
FLAG_DOCUMENT_15,1,372,0.12097128232811183
FLAG_DOCUMENT_16,0,304458,99.00718998669966
FLAG_DOCUMENT_16,1,3053,0.9928100133003372
FLAG_DOCUMENT_17,0,307429,99.97333428722875
FLAG_DOCUMENT_17,1,82,0.026665712771250457
FLAG_DOCUMENT_18,0,305011,99.18702095209603
FLAG_DOCUMENT_18,1,2500,0.8129790479039775
FLAG_DOCUMENT_19,0,307328,99.94048993369343
FLAG_DOCUMENT_19,1,183,0.05951006630657115
FLAG_DOCUMENT_20,0,307355,99.9492701074108
FLAG_DOCUMENT_20,1,156,0.05072989258920819
FLAG_DOCUMENT_21,0,307408,99.96650526322635
FLAG_DOCUMENT_21,1,103,0.03349473677364387
FLAG_EMPLOY_ANOMALY,0,252137,81.99283928054606
FLAG_EMPLOY_ANOMALY,1,55374,18.00716071945394
HOUSING_APARTMENTS_WAS_MISSING,1,156061,50.74972927797705
HOUSING_APARTMENTS_WAS_MISSING,0,151450,49.250270722022954
HOUSING_BASEMENTAREA_WAS_MISSING,1,179943,58.51595552679416
HOUSING_BASEMENTAREA_WAS_MISSING,0,127568,41.48404447320584
HOUSING_YEARS_BEGINEXPLUATATION_WAS_MISSING,0,157504,51.218980784427224
HOUSING_YEARS_BEGINEXPLUATATION_WAS_MISSING,1,150007,48.781019215572776
HOUSING_YEARS_BUILD_WAS_MISSING,1,204488,66.49778381911543
HOUSING_YEARS_BUILD_WAS_MISSING,0,103023,33.50221618088459
HOUSING_COMMONAREA_WAS_MISSING,1,214865,69.87229725115525
HOUSING_COMMONAREA_WAS_MISSING,0,92646,30.127702748844758
HOUSING_ELEVATORS_WAS_MISSING,1,163891,53.29597965601231
HOUSING_ELEVATORS_WAS_MISSING,0,143620,46.70402034398769
HOUSING_ENTRANCES_WAS_MISSING,1,154828,50.3487680115508
HOUSING_ENTRANCES_WAS_MISSING,0,152683,49.6512319884492
HOUSING_FLOORSMAX_WAS_MISSING,0,154491,50.23917843589335
HOUSING_FLOORSMAX_WAS_MISSING,1,153020,49.76082156410665
HOUSING_FLOORSMIN_WAS_MISSING,1,208642,67.84862980511267
HOUSING_FLOORSMIN_WAS_MISSING,0,98869,32.151370194887335
HOUSING_LANDAREA_WAS_MISSING,1,182590,59.376737742714894
HOUSING_LANDAREA_WAS_MISSING,0,124921,40.623262257285106
HOUSING_LIVINGAPARTMENTS_WAS_MISSING,1,210199,68.35495315614726
HOUSING_LIVINGAPARTMENTS_WAS_MISSING,0,97312,31.645046843852743
HOUSING_LIVINGAREA_WAS_MISSING,1,154350,50.193326417591564
HOUSING_LIVINGAREA_WAS_MISSING,0,153161,49.806673582408436
HOUSING_NONLIVINGAPARTMENTS_WAS_MISSING,1,213514,69.43296337366793
HOUSING_NONLIVINGAPARTMENTS_WAS_MISSING,0,93997,30.56703662633207
HOUSING_NONLIVINGAREA_WAS_MISSING,1,169682,55.17916432257708
HOUSING_NONLIVINGAREA_WAS_MISSING,0,137829,44.82083567742292
HOUSING_TOTALAREA_WAS_MISSING,0,159080,51.73148277622589
HOUSING_TOTALAREA_WAS_MISSING,1,148431,48.26851722377411
HOUSING_QUALITY_SCORE_WAS_MISSING,0,159346,51.81798374692287
HOUSING_QUALITY_SCORE_WAS_MISSING,1,148165,48.18201625307712
BUREAU_N_BAD_DEBT,0.0,307491,99.99349616761677
BUREAU_N_BAD_DEBT,1.0,20,0.006503832383231819
BUREAU_HAS_BAD_DEBT,0.0,263471,85.67856109212353
BUREAU_HAS_BAD_DEBT,,44020,14.314935075493235
BUREAU_HAS_BAD_DEBT,1.0,20,0.006503832383231819
HAS_BUREAU_HISTORY,1,263491,85.68506492450678
HAS_BUREAU_HISTORY,0,44020,14.314935075493235
HAS_PREV_APPLICATION,1,291057,94.64929709831517
HAS_PREV_APPLICATION,0,16454,5.350702901684818
HAS_POS_HISTORY,1,289444,94.12476301660753
HAS_POS_HISTORY,0,18067,5.8752369833924645
HAS_INSTALLMENT_HISTORY,1,291643,94.83985938714387
HAS_INSTALLMENT_HISTORY,0,15868,5.160140612856125
HAS_CREDIT_CARD,0,220606,71.73922233676193
HAS_CREDIT_CARD,1,86905,28.260777663238063
